id,species,common_name
NC_039409.1,Proechimys echinothrix isolate MCA5 voucher INPA-5379,
NC_046933.1,Sphaerias blanfordi isolate LNK94,
NC_022430.1,Sibynophis chinensis,
NC_040304.1,Chrysiptera biocellata,
NC_053077.1,Buphagus erythrorhynchus,
NC_057117.1,Sardinops sagax,
NC_007007.1,Gavia stellata,
NC_069816.1,Cynops orientalis voucher 2016.4.14,
NC_010301.1,Dendrohyrax dorsalis,
NC_024558.1,Vespertilio sinensis,
NC_028175.1,Silurus microdorsalis,
NC_037474.1,Amarsipus carlsbergi,
NC_013150.1,Cubiceps pauciradiatus,
NC_004701.1,Eigenmannia sp. CBM-ZF-10620,
NC_014277.1,Lycothrissa crocodilus,
NC_008145.1,Distoechurus pennatus,
NC_004414.1,Rhyacichthys aspro,
NC_024865.1,Oedistoma iliolophum voucher AMNH AM956,
NC_025625.1,Pyrrhula pyrrhula,
NC_028510.1,Austrolebias charrua voucher GP2813,
NC_029404.1,Geotria australis,
NC_016719.1,Tenualosa thibaudeaui,
NC_033938.1,Notropis bifrenatus,
NC_035062.1,Opisthopterus tardoore,
NC_053979.1,Ictonyx striatus,
NC_004693.1,Chanos chanos,
NC_021972.1,Onychostoma simum,
NC_009582.1,Ethmalosa fimbriata,
NC_012647.1,Fejervarya cancrivora,
NC_007229.1,Cobitis sinensis,
NC_020679.1,Antilocapra americana isolate UAM,
NC_024172.1,Chrysocyon brachyurus,
NC_026067.1,Luscinia cyanura,
NC_027599.1,Paracentropyge multifasciata voucher 343,
NC_028428.1,Epinephelus bontoides,
NC_052012.1,Cinclosoma clarum voucher B31224,
NC_002785.1,Struthio camelus,
NC_020141.1,Microcaecilia sp. PZ-2009,
NC_015887.1,Spilornis cheela,
NC_005269.1,Caperea marginata,
NC_056257.1,Pluvialis squatarola,
NC_056395.1,Etheostoma camurum isolate F18-052,
NC_013610.1,Rhinomuraena quaesita,
NC_024846.1,Percilia irwini,
NC_029946.1,Macropodus erythropterus,
NC_068695.1,Tupaia glis voucher MZF894,
NC_024236.1,Sparus aurata,
NC_004404.1,Cottus reinii,
NC_022445.1,Pleuronichthys cornutus,
NC_044438.1,Nothobranchius vosseleri strain TNKS 2013/35,
NC_009134.1,Melopsittacus undulatus,
NC_022425.1,Pteronotus rubiginosus,
NC_028303.1,Pardofelis marmorata isolate PMA,
NC_035595.1,Podomys floridanus,
NC_010271.1,Pegasus volitans,
NC_026236.1,Polynemus paradiseus,
NC_023962.1,Cercopithecus lhoesti,
NC_008643.1,Cyprinella lutrensis,
NC_025594.1,Uragus sibiricus,
NC_053098.1,Grantiella picta,
NC_008550.1,Pandion haliaetus,
NC_006901.1,Colobus guereza,
NC_020096.1,Puntius semifasciolatus,
NC_062700.1,Coreoperca liui voucher HZ202010211,
NC_009969.1,Tremarctos ornatus,
NC_010649.2,Cobitis choii,
NC_011818.1,Accipiter gentilis,
NC_021385.1,Osteochilus salsburyi,
NC_023226.1,Cynoglossus bilineatus,
NC_023514.1,Microcaecilia dermatophaga,
NC_015755.1,Acestrorhynchus sp. NM-2010,
NC_023379.1,Breviceps adspersus,
NC_065402.1,Niviventer lotipes,
NC_017880.1,Bostrychus sinensis,
NC_025616.1,Eremopsaltria mongolica,
NC_023976.1,Hemibagrus guttatus,
NC_020753.1,Tragulus kanchil isolate NLVD83,
NC_021129.1,Eospalax cansus,
NC_060465.1,Dendronanthus indicus,
NC_067865.1,Neoepinnula minetomai voucher BSKU 112950,
NC_051963.1,Ancistrus temminckii,
NC_004373.1,Carapus bermudensis,
NC_036344.1,Gelochelidon nilotica,
NC_031810.1,Etmopterus pusillus,
NC_030189.1,Ginglymostoma cirratum,
NC_030369.1,Dopasia gracilis isolate RE13001,
NC_024198.1,Halcyon pileata,
NC_035660.1,Etheostoma caeruleum,
NC_036326.1,Myotis volans,
NC_008132.1,Nipponia nippon,
NC_015307.1,Niwaella delicata,
NC_021398.1,Crocidura shantungensis,
NC_027841.1,Coracopsis vasa,
NC_040986.1,Mergus merganser,
NC_039411.1,Kaloula verrucosa,
NC_029438.1,Acanthopsoides gracilentus voucher CBM:11612,
NC_036232.1,Osteobrama belangeri voucher OB-WM-MN-01,
NC_039419.1,Proechimys hoplomyoides voucher ROM-114848,
NC_054255.1,Sinomicrurus macclellandi voucher HS2020001,
NC_014290.1,Hydrolagus lemures,
NC_024847.1,Bostockia porosa,
NC_052759.1,Mullus surmuletus isolate DM358,
NC_029400.1,Hemigaleus microstoma,
NC_065682.1,Glossophaga soricina voucher QCAZ:18230,
NC_027168.1,Sinocyclocheilus rhinocerous,
NC_036325.1,Myotis horsfieldii,
NC_010200.1,Enhydris plumbea,
NC_053917.1,Phoenicurus frontalis,
NC_069038.1,Lepidocephalichthys berdmorei,
NC_011582.1,Spinachia spinachia,
NC_007883.1,Menura novaehollandiae,
NC_013602.1,Moringua microchir,
NC_001922.1,Alligator mississippiensis,
NC_063649.1,Dryophytes femoralis isolate ARW436,
NC_068898.1,Acroteriobatus blochii voucher MVS010,
NC_036612.1,Otidiphaps nobilis voucher AMNH:DOT9510,
NC_009859.1,Triodon macropterus,
NC_024628.1,Callimico goeldii,
NC_034755.1,Barbodes binotatus,
NC_048987.1,Eospalax smithii,
NC_050835.1,Mesembrinibis cayennensis,
NC_062783.1,Rhinogobius davidi,
NC_069653.1,Trichosurus caninus,
NC_012684.1,Dicerorhinus sumatrensis,
NC_020345.1,Oxyurichthys formosanus,
NC_013618.1,Thalassenchelys sp. Tht2,
NC_028438.1,Aldabrachelys gigantea,
NC_045377.1,Aptenodytes patagonicus,
NC_056333.1,Episoriculus leucops,
NC_057520.1,Lutreolina crassicaudata,
NC_002781.3,Tinamus major,
NC_025919.1,Ardea purpurea,
NC_026919.1,Selenotoca multifasciata,
NC_011715.1,Epinephelus lanceolatus,
NC_020620.1,Tragelaphus spekii,
NC_032065.1,Hemipristis elongata,
NC_045232.1,Plestiodon tunganus voucher MCB1021,
NC_059938.1,Gymnura altavela,
NC_008134.1,Dactylopsila trivirgata,
NC_027084.1,Tanakia himantegus,
NC_067731.1,Acanthocybium solandri,
NC_004596.1,Nansenia ardesiaca,
NC_023342.1,Proteus anguinus,
NC_041639.1,Ectophylla alba,
NC_022148.1,Orectolobus japonicus,
NC_027593.1,Mesoplodon ginkgodens voucher NMNS17594,
NC_002813.1,Trachurus japonicus,
NC_020671.1,Gasterochisma melampus voucher GM02-2319,
NC_030342.1,Mus famulus,
NC_031325.1,Tetraodon nigroviridis,
NC_037380.1,Phyllobates terribilis,
NC_037138.1,"Diphylla ecaudata voucher American Museum of Natural History, AMNH-M-261777",
NC_013622.1,Moringua edwardsi,
NC_018600.1,Clupanodon thrissa,
NC_022511.1,Pterapogon kauderni,
NC_035152.1,Ptyodactylus guttatus,
NC_042694.1,Blarina hylophaga voucher USNM:568994,
NC_053976.1,Viverra zibetha,
NC_058002.1,Pareas formosensis voucher LSU2020MLTWDT01,
NC_061764.1,Numenius minutus,
NC_010274.1,Fistularia commersonii,
NC_034227.1,Myotis bechsteinii,
NC_029138.1,Megalurus punctatus,
NC_036760.1,Melanocorypha mongolica,
NC_024105.1,Clavelina phlegraea,
NC_056963.1,Lactoria fornasini,
NC_036225.1,Eleotris amblyopsis voucher stri-16837,
NC_030364.1,Cynoglossus zanzibarensis,
NC_022149.1,Spinibarbus caldwelli,
NC_027586.1,Holacanthus tricolor voucher 277,
NC_016683.1,Microthrissa royauxi,
NC_038220.1,Bubo scandiacus isolate X3,
NC_004397.1,Zenion japonicum,
NC_015548.1,Hemigrammocypris rasborella,
NC_013614.1,Muraenesox bagio,
NC_042391.1,Nocomis micropogon isolate NEFC F17-046,
NC_012711.1,Chitala lopis,
NC_044150.1,Stiphodon tuivi isolate tui5477,
NC_065496.1,Phyllopteryx taeniolatus,
NC_011607.1,Podarcis muralis,
NC_003163.1,Myctophum affine,
NC_021641.1,Remiz consobrinus,
NC_024553.1,Garrulax cineraceus,
NC_025938.1,Hemidactylus bowringii voucher HB201409,
NC_038162.1,Idiurus macrotis,
NC_052804.1,Piaya cayana,
NC_053803.1,Mylomys dybowskii voucher MNHN-ZM-MO-1999-10,
NC_062784.1,Rhinogobius lentiginis,
NC_013841.1,Palea steindachneri,
NC_015238.2,Crocodylus johnsoni,
NC_047231.1,Hydrolagus affinis isolate Haf,
NC_063621.1,Squatina oculata,
NC_025502.1,Lewinia muelleri,
NC_003190.1,Zeus faber,
NC_025785.1,Gymnocephalus cernua,
NC_022504.1,Benthodesmus tenuis,
NC_044440.1,Epiplatys lamottei strain GRC 90/178,
NC_053070.1,Erythrocercus mccallii,
NC_053083.1,Calcarius ornatus,
NC_008241.1,Gavialis gangeticus,
NC_060564.1,Bregmaceros mcclellandi,
NC_008415.3,Callorhinus ursinus,
NC_010957.1,Monotaxis grandoculis,
NC_022503.1,Rexea nakamurai,
NC_028564.1,Cyclopes didactylus voucher MNHN_1998-234,
NC_036730.1,Berylmys berdmorei voucher CBGP_L0006,
NC_053054.1,Sylvia borin,
NC_059772.1,Acanthodactylus boskianus voucher UJ-Lac-03,
NC_031615.1,Scaphognathops bandanensis,
NC_027857.1,Apolemichthys armitagei voucher 271,
NC_035713.1,Thermophis baileyi,
NC_049120.1,Heimyscus fumosus voucher MNHN2001076,
NC_034316.1,Sarothrura ayresi,
NC_062785.1,Rasbora atridorsalis,
NC_022493.1,Ruvettus pretiosus,
NC_024853.1,Tilodon sexfasciatum,
NC_053536.1,Ostorhinchus novemfasciatus,
NC_066235.1,Sinomicrurus japonicus Cjapb,
NC_003164.1,Diaphus splendidus,
NC_029480.1,Stegostoma fasciatum,
NC_037360.1,Microdevario kubotai,
NC_065011.1,Microdous chalmersi,
NC_066905.1,Hypomesus pretiosus,
NC_015369.1,Chelonodon pleurospilus,
NC_009061.1,Odax cyanomelas,
NC_011330.1,Lactoria diaphana,
NC_015202.1,Pennahia argentata,
NC_029448.1,Akrokolioplax bicornis voucher CBM:12036,
NC_030279.1,Syngnathus typhle,
NC_031545.1,Sabanejewia radnensis,
NC_033926.1,Opsopoeodus emiliae,
NC_035803.1,Rana chaochiaoensis voucher SM-ZJLW-01,
NC_066654.1,Romerolagus diazi,
NC_011219.1,Rachycentron canadum,
NC_011955.1,Pseudalutarius nasicornis,
NC_015343.1,Lagocephalus lagocephalus,
NC_053061.1,Phainopepla nitens,
NC_013623.1,Hoplunnis punctata,
NC_020140.1,Hypogeophis rostratus,
NC_020630.1,Oreamnos americanus,
NC_068675.1,Etheostoma osburni voucher NEFC_F19-291,
NC_036732.1,Maxomys surifer voucher CBGP_R4223,
NC_004400.1,Hypoptychus dybowskii,
NC_053969.1,Arctictis binturong,
NC_031526.1,Sawbwa resplendens,
NC_025309.1,Hyla annectans,
NC_014265.1,Amazonsprattus scintilla,
NC_014279.1,Lycengraulis grossidens,
NC_037377.1,Scaphiopus holbrookii,
NC_042260.1,Hyporhamphus limbatus,
NC_026712.1,Pseudolaubuca sinensis,
NC_045900.1,Suricata suricatta,
NC_050995.1,Lasionycteris noctivagans isolate lano1,
NC_020000.1,Pelodytes cf. punctatus II-2011,
NC_030188.1,Horabagrus brachysoma,
NC_066072.1,Pseudopimelodus schultzi,
NC_028515.1,Pareuchiloglanis macrotrema,
NC_020716.1,Litocranius walleri isolate AWWP,
NC_025650.1,Diptychus maculatus voucher BCCGNS2011,
NC_039545.1,Proechimys goeldii voucher INPA:2754 CS93,
NC_042717.1,Sinorhodeus microlepis,
NC_057483.1,Argyrocottus zanderi isolate AZA1,
NC_044427.1,Nothobranchius nubaensis,
NC_020652.1,Polypterus delhezi voucher NTNU LSP136,
NC_015992.1,Tridentiger bifasciatus,
NC_046877.1,Calidris pugnax,
NC_062356.1,Polypedates leucomystax,
NC_011623.1,Chelonodon patoca,
NC_053269.1,Rhinolophus affinis,
NC_015535.1,Trigonostigma espei,
NC_037046.1,Doryichthys boaja,
NC_047480.1,Benthosema pterotum,
NC_028228.1,Sillago japonica,
NC_056654.1,Etheostoma fonticola isolate SNARRC18-095,
NC_009459.2,Parajulis poecilepterus,
NC_026873.1,Brycon henni voucher Bhen-UNAL-001,
NC_035427.1,Calotomus japonicus voucher NSMT:P65394,
NC_049117.1,Mus baoulei voucher MNHN-ZM-2010-74,
NC_057247.1,Mycerobas carnipes,
NC_067862.1,Rexea antefurcata voucher H6312-11,
NC_004919.1,Procavia capensis,
NC_022480.1,Parachanna insignis,
NC_034314.1,Meriones tamariscinus,
NC_039098.1,Proechimys guyannensis,
NC_037404.1,Acheilognathus omeiensis,
NC_036726.1,Paruromys dominator voucher MORT_S46,
NC_039559.1,Nilssonia nigricans,
NC_058982.1,Sicyopus zosterophorus voucher URM<JPN>:P:48751,
NC_030054.1,Anomaloglossus baeobatrachus voucher AF2590,
NC_053108.1,Pteruthius melanotis,
NC_013882.1,Ceratias uranoscopus,
NC_027436.1,Cetonurus globiceps,
NC_041001.1,Holbrookia lacerata,
NC_061924.1,Schilbe grenfelli voucher DRC-2016-4432,
NC_013434.1,Oryzias sinensis,
NC_013445.1,Cuon alpinus,
NC_030328.1,Sinobatis borneensis,
NC_031866.1,Didunculus strigirostris,
NC_036346.1,Mesoclemmys hogei,
NC_064112.1,Parupeneus pleurostigma,
NC_065684.1,Lonchophylla robusta voucher QCAZ:18236,
NC_022848.1,Epinephelus bleekeri,
NC_035626.1,Napothera epilepidota,
NC_015353.1,Pelagocephalus marki,
NC_024187.1,Doryrhamphus japonicus,
NC_011817.1,Francolinus pintadeanus,
NC_035065.1,Thryssa dussumieri,
NC_008660.1,Esomus metallicus,
NC_020039.1,Cnemaspis limi,
NC_062326.1,Hyla sanchiangensis voucher LSU20210421MXHT001,
NC_004026.1,Macroscelides proboscideus,
NC_028576.1,Tolypeutes tricinctus voucher JB21,
NC_035820.1,Trichys fasciculata isolate 59,
NC_046913.1,Hypsignathus monstrosus isolate 1699,
NC_063964.1,Notolepis coatsi,
NC_011948.1,Balistes vetula,
NC_038218.1,Strix uralensis isolate C5,
NC_065343.1,Exostoma tenuicaudatum,
NC_008091.1,Batrachuperus gorganensis,
NC_027281.1,Terapon jarbua,
NC_062355.1,Polypedates mutus,
NC_029147.1,Turdus philomelos,
NC_013869.1,Bufoceratias thele,
NC_035821.1,Tragulus napu isolate 52,
NC_045877.1,Sturisomatichthys panamense,
NC_053072.1,Mystacornis crossleyi,
NC_018347.1,Bahaba taipingensis,
NC_022705.1,Pseudobagrus trilineatus,
NC_024870.1,Sitta carolinensis voucher MMNH 47277,
NC_029399.1,Cephaloscyllium umbratile,
NC_009492.1,Ailuropoda melanoleuca,
NC_014261.1,Silurus glanis,
NC_041524.1,Crotalus adamanteus,
NC_065016.1,Geoclemys hamiltonii,
NC_014182.1,Uromastyx benti,
NC_024572.1,Lutjanus johnii,
NC_031641.1,Tuberoschistura baenzigeri isolate UAIC 14301.35,
NC_012047.1,Procetichthys kreffti,
NC_036728.1,Sundamys infraluteus voucher BOR251,
NC_012975.1,Oryzias minutillus,
NC_022931.1,Gobiobotia intermedia,
NC_030042.1,Rana amurensis voucher SYNU11100268,
NC_053059.1,Sitta europaea,
NC_011952.1,Amanses scopas,
NC_053898.1,Gymnobelideus leadbeateri isolate B50252,
NC_017889.1,Mugil curema,
NC_006337.1,Desmognathus wrighti,
NC_056095.1,Laterallus spilonota voucher CAS:ORN:274,
NC_037137.1,"Noctilio leporinus voucher Institut des Sciences de l'Evolution de Montpellier, ISEM-V-1890, ISEM-T-4573",
NC_031183.1,Nannacara anomala voucher NanAno,
NC_050921.1,Cynoglossus nanhaiensis,
NC_027260.1,Tinamus guttatus,
NC_039370.1,"Proechimys quadruplicatus voucher INPA:GMP32, PSB2",
NC_031637.1,Petruichthys brevis,
NC_008540.1,Apus apus,
NC_029939.1,Hypsugo alaschanicus,
NC_068734.1,Mobula alfredi voucher HAMER_M5003_cat176_Bullseye haplogroup Maui Nui 4-island complex,
NC_008672.1,Gyrinocheilus aymonieri,
NC_064113.1,Cirrhilabrus exquisitus,
NC_008112.1,Phenacobius mirabilis,
NC_033347.1,Vespertilio murinus,
NC_012736.1,Lutjanus malabaricus,
NC_026902.1,Eleotris oxycephala,
NC_045372.1,Picus canus,
NC_015536.1,Aspidoparia morar,
NC_017892.1,Myxus capensis,
NC_025225.1,Channa asiatica,
NC_033951.1,Syncrossus hymenophysa,
NC_056170.1,Ostorhinchus fleurieu,
NC_012705.1,Brienomyrus niger,
NC_025566.1,Alectis ciliaris,
NC_020340.1,Phrynocephalus axillaris,
NC_030627.1,Oreolalax lichuanensis,
NC_068692.1,Pellorneum malaccense voucher BZF1425,
NC_012774.1,Carlito syrichta,
NC_028435.1,Rhinogobius brunneus,
NC_044899.1,Iguana delicatissima,
NC_013631.1,Myroconger compressus,
NC_019802.1,Theropithecus gelada,
NC_024274.1,Barbonymus schwanenfeldii,
NC_034372.1,Ciona robusta voucher SMNHTAU<ISR>:SMNHTAU AS25981,
NC_066657.1,Luciocyprinus langsoni,
NC_003160.1,Chlorophthalmus agassizi,
NC_029321.1,Spizixos semitorques,
NC_051513.1,Sitta villosa,
NC_035659.1,Ambloplites rupestris,
NC_053101.1,Climacteris rufus,
NC_061390.1,Phrynocephalus helioscopus varius voucher GXG345,
NC_015074.1,Luscinia calliope,
NC_006835.1,Herpestes javanicus,
NC_019643.1,Dasyatis zugei,
NC_024573.1,Protonibea diacanthus,
NC_047299.1,Synchiropus sycorax,
NC_050022.1,Microsciurus similis voucher AMNH32497,
NC_059771.1,Gallotia atlantica voucher AKL28,
NC_021973.1,Sahyadria denisonii,
NC_009857.1,Parapristipoma trilineatum,
NC_063581.1,Hippopotamyrus longilateralis,
NC_024263.1,Samariscus latus,
NC_012839.1,Polychrus marmoratus,
NC_002471.1,Typhlonectes natans,
NC_036049.1,Hippocampus jayakari,
NC_044447.1,Nimbapanchax petersi strain Banco Park,
NC_036328.1,Myotis martiniquensis,
NC_028299.1,Profelis aurata isolate PAU,
NC_010196.1,Ramphotyphlops braminus,
NC_036385.1,Lepomis auritus strain NEFC_F16-508,
NC_046930.1,Scotonycteris bergmansi isolate 1337,
NC_066486.1,Anisotremus scapularis,
NC_013842.1,Cheilinus undulatus,
NC_026307.1,Anoxypristis cuspidata,
NC_029151.1,Megalurus pryeri,
NC_035736.1,Lates niloticus isolate A5135,
NC_005805.1,Synaphobranchus kaupii,
NC_057260.1,Plectropomus laevis,
NC_044493.1,Psettina iijimae,
NC_010639.1,Mecistops cataphractus,
NC_030251.1,Hippocampus mohnikei,
NC_027089.1,Cyclura pinguis isolate LB185,
NC_016725.1,Sundasalanx praecox,
NC_053066.1,Peucedramus taeniatus,
NC_015989.1,Chelus fimbriata,
NC_040922.1,Mobula tarapacana isolate CK02,
NC_050393.1,Pagodroma nivea,
NC_015350.1,Carinotetraodon lorteti,
NC_016678.1,Odaxothrissa losera,
NC_011573.1,Trachemys scripta,
NC_024256.1,Botrylloides violaceus complete,
NC_025300.1,Xenophysogobio nudicorpa,
NC_025500.1,Fulica atra,
NC_052819.1,Nothocercus nigrocapillus,
NC_026052.1,Protobothrops mangshanensis,
NC_013752.1,Microcosmus sulcatus,
NC_007627.1,Gekko gecko,
NC_015652.1,Pleuragramma antarctica,
NC_005826.1,Dromiciops gliroides,
NC_019641.1,Taeniura meyeni,
NC_023528.1,Rana dybowskii,
NC_025950.1,Ichthyoelephas longirostris voucher Ilong-UNAL-001,
NC_029940.1,Thryssa kammalensis,
NC_033552.1,Cryptoheros cutteri,
NC_043918.1,Amblyglyphidodon curacao,
NC_060292.1,Plestiodon capito,
NC_022703.1,Takydromus sexlineatus,
NC_037707.1,Cheilinus fasciatus,
NC_033382.1,Typhlomys cinereus,
NC_009126.1,Procyon lotor,
NC_010298.1,Hylomys suillus,
NC_015194.1,Paralaubuca typus,
NC_020728.1,Neotragus moschatus isolate SUN,
NC_031614.1,Dawkinsia tambraparniei,
NC_061376.1,Typhlias pearsei voucher IBUNAM:CNPE:23278,
NC_068192.1,Cyprinella caerulea,
NC_016867.1,Sciaenops ocellatus,
NC_002756.1,Lyciasalamandra atifi,
NC_037782.1,Toromys albiventris,
NC_017607.1,Sternotherus carinatus,
NC_015750.1,Lebiasina astrigata,
NC_053095.1,Malurus elegans,
NC_021937.1,Quasipaa boulengeri,
NC_052841.1,Melaenornis chocolatinus isolate EB002,
NC_011176.1,Aplocheilus panchax,
NC_053073.1,Hypocryptadius cinnamomeus,
NC_007911.1,Siphonops annulatus,
NC_014266.1,Brevoortia tyrannus,
NC_008107.1,Dorosoma cepedianum,
NC_060520.1,Eudynamys scolopaceus voucher NIBRGR0000637157,
NC_023244.1,Uropsilus soricipes,
NC_027454.1,Oreotrochilus melanogaster,
NC_046735.1,Cynoglossus roulei,
NC_068353.1,Gloydius himalayanus,
NC_015341.1,Sphoeroides parvus,
NC_023210.1,Mustela kathiah voucher YP6126,
NC_061922.1,Chiloglanis macropterus voucher DRC-2012-3455,
NC_042259.1,Hyporhamphus dussumieri,
NC_046387.1,Rhacophorus omeimontis,
NC_065259.1,Hyporhamphus paucirastris,
NC_014288.1,Chimaera fulva,
NC_019586.1,Herpele squalostoma,
NC_063686.1,Paraqianlabeo lineatus,
NC_009585.1,Ilisha elongata,
NC_039438.1,Pristis pristis,
NC_043854.1,Craterocephalus stramineus voucher DMC-CS8L-13,
NC_026110.1,Coptodon zillii,
NC_008078.1,Liua shihi,
NC_003181.1,Polymixia lowei,
NC_025953.1,Chelmon rostratus,
NC_030247.1,Sinocrossocheilus labiata,
NC_031640.1,Schistura corica,
NC_011170.1,Paratilapia polleni,
NC_007173.1,Okamejei kenojei,
NC_027167.1,Liobagrus mediadiposalis,
NC_037878.1,Leontopithecus chrysopygus,
NC_033413.1,Glaucis hirsutus,
NC_044439.1,Epiplatys guineensis,
NC_053052.1,Oxyruncus cristatus,
NC_065065.1,Dascyllus trimaculatus,
NC_013561.1,Herdmania momus,
NC_028572.1,Myrmecophaga tridactyla voucher ISEM_T-2862,
NC_030215.1,Rhina ancylostoma,
NC_042389.1,Etheostoma olmstedi isolate NEFC F17-014,
NC_015107.1,Paramormyrops gabonensis,
NC_006328.1,Ensatina eschscholtzii,
NC_026235.1,Polydactylus plebeius,
NC_013617.1,Cynoponticus ferox,
NC_008130.1,Aspasma minima,
NC_044725.1,Asterorhombus intermedius,
NC_002764.1,Macaca sylvanus,
NC_008461.1,Verasper moseri,
NC_012046.1,Barbourisia rufa,
NC_027671.1,Platymantis vitianus,
NC_053981.1,Mellivora capensis,
NC_053712.1,Odorrana exiliversabilis voucher LSU20200716WY02,
NC_023272.1,Polypterus palmas buettikoferi voucher NTNU LSP056,
NC_051025.1,Tyrannus savana,
NC_052784.1,Odontophorus gujanensis,
NC_058017.1,Dasycottus setiger,
NC_061627.1,Gymnothorax chilospilus,
NC_052801.1,Herpetotheres cachinnans,
NC_034642.1,Merops viridis,
NC_021959.1,Prolemur simus,
NC_038174.1,Anomalurus pusillus,
NC_008450.1,Neofelis nebulosa,
NC_024619.1,Caloperdix oculeus,
NC_029440.1,Bhavania australis voucher CBM:12692,
NC_044428.1,Aphyosemion kunzi strain aquarium_Collier,
NC_009862.1,Trixiphichthys weberi,
NC_011319.1,Anoplocapros lenticularis,
NC_006283.1,Diplometopon zarudnyi,
NC_067863.1,Rexea prometheoides voucher H 6570-30,
NC_026237.1,Pempheris schwenkii,
NC_035867.1,Etheostoma tallapoosae,
NC_052688.1,Soriculus nigrescens,
NC_057664.1,Akarotaxis nudiceps,
NC_018598.1,Uropsilus sp. 1 FT-2014,
NC_011325.1,Cantherhines pardalis,
NC_031409.1,Pennahia macrocephalus isolate PM20150216001,
NC_052799.1,Todus mexicanus,
NC_037153.1,Sicalis olivascens voucher MACN_1307,
NC_053088.1,Aleadryas rufinucha,
NC_024557.1,Aprasia parapulchella,
NC_042397.1,Malayopython reticulatus,
NC_045282.1,Sterna paradisaea,
NC_053055.1,Certhia brachydactyla,
NC_006282.1,Rhineura floridana,
NC_053967.1,Ichneumia albicauda,
NC_025320.1,Eremias vermiculata,
NC_016195.1,Boleophthalmus pectinirostris,
NC_005273.1,Hyperoodon ampullatus,
NC_039891.1,Megalaima virens voucher LSUMNS B20788,
NC_025559.1,Neomys fodiens,
NC_012436.1,Chamaeleo dilepis,
NC_033542.1,Chaetobranchopsis bitaeniatus,
NC_060697.1,Myotis aurascens,
NC_024941.1,Salminus brasiliensis,
NC_051038.1,Ploceus nigricollis,
NC_024547.1,Microhyla pulchra,
NC_061683.1,Hampala salweenensis,
NC_018817.1,Oreoleuciscus potanini,
NC_057635.1,Macroderma gigas,
NC_009864.1,Kentrocapros aculeatus,
NC_012762.1,Otolemur crassicaudatus,
NC_013865.1,Haplophryne mollis,
NC_034658.1,Diodon liturosus,
NC_052772.1,Colius striatus,
NC_008665.1,Pseudorasbora pumila,
NC_020648.1,Mephitis mephitis voucher YP2994,
NC_031565.1,Algansea lacustris,
NC_031618.1,Cyclocheilichthys heteronema,
NC_007897.1,Taeniopygia guttata,
NC_012366.1,Tarentola mauritanica,
NC_006285.1,Geocalamus acutus,
NC_026082.1,Accipiter virgatus,
NC_025935.1,Sillago aeolus,
NC_039541.1,Japalura flaviceps voucher DB130601,
NC_065197.1,Garrulax courtoisi,
NC_066972.1,Thyrsites atun,
NC_010265.1,Macroramphosus scolopax,
NC_015076.1,Jenkinsia sp. CL54,
NC_018784.1,Mobula japanica,
NC_033914.1,Barbus pobeguini,
NC_035813.1,Sundasciurus lowii isolate 4,
NC_008649.1,Gnathopogon elongatus,
NC_024950.1,Cyclopsetta fimbriata,
NC_004413.1,Arcos sp. KU 149,
NC_064170.1,Cebuella niveiventris isolate JT32 voucher IDSM00006,
NC_035605.1,Cheirogaleus sibreei isolate JOZO4.17,
NC_041097.1,Engraulis mordax,
NC_021597.1,Glyptosternon maculatum,
NC_022491.1,Promethichthys prometheus,
NC_053800.1,Lemniscomys barbarus voucher CBGP_MAR08-LG059,
NC_025769.1,Manis temminckii,
NC_007784.2,Hemibarbus longirostris,
NC_024616.1,Ptilopachus petrosus,
NC_028323.1,Otocolobus manul isolate OMA,
NC_036508.1,Macaca radiata,
NC_057532.1,Gymnotus sylvius voucher LBP_33925,
NC_059779.1,Meroles squamulosus voucher SK13148,
NC_029161.1,Orthopsittaca manilata,
NC_011932.1,Pervagor janthinosoma,
NC_035868.1,Alcedo atthis,
NC_014343.1,Anilius scytale,
NC_016119.1,Nanorana pleskei,
NC_009060.1,Ditrema temminckii,
NC_011390.1,Gloydius blomhoffi brevicaudus,
NC_044859.1,Trichopodus pectoralis isolate UMTGen01311,
NC_056246.1,Hippocampus nalu,
NC_063866.1,Brevibora exilis voucher BIF8901,
NC_029141.1,Petroica australis,
NC_056258.1,Pseudotolithus typus,
NC_031578.1,Gastromyzon scitulus,
NC_033959.1,Acanthocobitis zonalternans voucher CBM:ZF 11762,
NC_027240.1,Gymnomuraena zebra voucher 348,
NC_030253.1,Melanotaenia praecox,
NC_031623.1,Henicorhynchus siamensis,
NC_051034.1,Dyaphorophyia castanea,
NC_029191.1,Pipistrellus coromandra,
NC_031182.1,Thorichthys aureus voucher ThorAur,
NC_051013.1,Catharus fuscescens,
NC_058275.1,Tachyoryctes macrocephalus,
NC_009677.1,Meles anakuma,
NC_005798.1,Elops hawaiensis,
NC_022139.1,Variola albimarginata,
NC_029186.1,Phrynocephalus albolineatus,
NC_041486.1,Elephantulus edwardii,
NC_051497.1,Pomacentrus moluccensis,
NC_068191.1,Etheostoma nigripinne,
NC_061969.1,Etroplus canarensis,
NC_022477.1,Kurtus gulliveri,
NC_029382.1,Zebrias crossolepis,
NC_036226.1,Eleotris picta voucher stri-6991,
NC_050259.1,Erythrogenys gravivox dedekensi,
NC_052842.1,Parophasma galinieri isolate EB004,
