Sample name,Sample title,Public description,Collection date,Run accession,BioSample accession,fastqs,Isolation source,Experiment accession,Experiment title,Platform,Library Construction / Experimental Design,Strategy,Source,Selection,Layout,Read length for mate1(bp),Read length for mate 2(bp),download_urls,md5_checksums
Env_0313,F13,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0313_seq02),2020-01-01,CRR710897,SAMC1153005,"['CRR710897_f1.fq.gz', 'CRR710897_r2.fq.gz']",West Wine of HSM,CRX637118,Env_0313/Env_0313_seq02,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0313_seq02),RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710897/CRR710897_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710897/CRR710897_r2.fq.gz']","['c9b97af37f5c3a862a5597c9d08c5fbd', '4c4f28e77ffff0638b178d503c473dc2']"
Env_0313,F13,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0313_seq02),2020-01-01,CRR710898,SAMC1153005,"['CRR710898_f1.fq.gz', 'CRR710898_r2.fq.gz']",West Wine of HSM,CRX637118,Env_0313/Env_0313_seq02,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0313_seq02),RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710898/CRR710898_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710898/CRR710898_r2.fq.gz']","['c762d533c8375e609d6392b8a3ed0dff', '741d83c5b34171d9794ca097bad90877']"
Env_0313,F13,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0313_seq02),2020-01-01,CRR710899,SAMC1153005,"['CRR710899_f1.fq.gz', 'CRR710899_r2.fq.gz']",West Wine of HSM,CRX637118,Env_0313/Env_0313_seq02,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0313_seq02),RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710899/CRR710899_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710899/CRR710899_r2.fq.gz']","['bcf1d241afdc52663a5b1a9e63d39a4d', '1594170d8ab87d19b1022a538710d938']"
Env_0346,F46,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710900,SAMC1153006,"['CRR710900_f1.fq.gz', 'CRR710900_r2.fq.gz']",West Wine of HSM,CRX637119,Env_0346,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710900/CRR710900_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710900/CRR710900_r2.fq.gz']","['24c03c370b29102c91ad402db88af3bd', 'c05ace78ea8a57049480e4e8d55c6b95']"
Env_0346,F46,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710901,SAMC1153006,"['CRR710901_f1.fq.gz', 'CRR710901_r2.fq.gz']",West Wine of HSM,CRX637119,Env_0346,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710901/CRR710901_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710901/CRR710901_r2.fq.gz']","['f00bfcc35b01dc254ab7e161d318ba69', '3c9a1a89529a104e4ee3872702cbedee']"
Env_0346,F46,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710902,SAMC1153006,"['CRR710902_f1.fq.gz', 'CRR710902_r2.fq.gz']",West Wine of HSM,CRX637119,Env_0346,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710902/CRR710902_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710902/CRR710902_r2.fq.gz']","['d2da594fd0982a34d968f187ef5e9366', 'ecbe30c2fb60fb156c46fae11b8356cf']"
Env_0346,F46,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710903,SAMC1153006,"['CRR710903_f1.fq.gz', 'CRR710903_r2.fq.gz']",West Wine of HSM,CRX637119,Env_0346,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710903/CRR710903_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710903/CRR710903_r2.fq.gz']","['a8d1cb238494f963fc0ff4fb203870e3', '391fe5d2c1bb20129212bb922f3c9dce']"
Env_0354,F54,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0354_seq03),2020-01-01,CRR710904,SAMC1153007,"['CRR710904_f1.fq.gz', 'CRR710904_r2.fq.gz']",West Wine of HSM,CRX637120,Env_0354/Env_0354_seq03,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0354_seq03),RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710904/CRR710904_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710904/CRR710904_r2.fq.gz']","['7f52aca44eeeb7b608278a7cc90a60c1', 'bc2969228f050a85e37e75086e42d17d']"
Env_0354,F54,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0354_seq03),2020-01-01,CRR710905,SAMC1153007,"['CRR710905_f1.fq.gz', 'CRR710905_r2.fq.gz']",West Wine of HSM,CRX637120,Env_0354/Env_0354_seq03,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0354_seq03),RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710905/CRR710905_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710905/CRR710905_r2.fq.gz']","['f2027687936e1e213081cb6ef12de5a3', '466f5ad476418a1fa743d75a2d198f86']"
Env_0354,F54,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0354_seq03),2020-01-01,CRR710906,SAMC1153007,"['CRR710906_f1.fq.gz', 'CRR710906_r2.fq.gz']",West Wine of HSM,CRX637120,Env_0354/Env_0354_seq03,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0354_seq03),RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710906/CRR710906_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710906/CRR710906_r2.fq.gz']","['91ceeb58a973eaa37cdeeb9475804d03', '9c67d33030a1696a328766060e9b68a5']"
Env_0354,F54,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0354_seq03),2020-01-01,CRR710907,SAMC1153007,"['CRR710907_f1.fq.gz', 'CRR710907_r2.fq.gz']",West Wine of HSM,CRX637120,Env_0354/Env_0354_seq03,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0354_seq03),RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710907/CRR710907_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710907/CRR710907_r2.fq.gz']","['dd89806f9d28340e7609ae41767b1b81', '9a9cba76b86e0c0f61ddc46ddc9aa76b']"
Env_0398,F98,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710908,SAMC1153008,"['CRR710908_f1.fq.gz', 'CRR710908_r2.fq.gz']",West Wine of HSM,CRX637121,Env_0398,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710908/CRR710908_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710908/CRR710908_r2.fq.gz']","['81346df593b8b0f7a747bba8b04ed5f8', '88a03e2bc4fc1565ab0917fcebe48b09']"
Env_0398,F98,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710909,SAMC1153008,"['CRR710909_f1.fq.gz', 'CRR710909_r2.fq.gz']",West Wine of HSM,CRX637121,Env_0398,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710909/CRR710909_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710909/CRR710909_r2.fq.gz']","['f582d71cbef4f0011c49315467903b5a', '46a69672fb2d7e2d450e1bf554ea85fa']"
Env_0398,F98,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710910,SAMC1153008,"['CRR710910_f1.fq.gz', 'CRR710910_r2.fq.gz']",West Wine of HSM,CRX637121,Env_0398,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710910/CRR710910_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710910/CRR710910_r2.fq.gz']","['19ce367009e5faae57e8ce2640a11a92', 'e2f64c7b1c729c33bfd05ccefcb3fa11']"
Env_0398,F98,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710911,SAMC1153008,"['CRR710911_f1.fq.gz', 'CRR710911_r2.fq.gz']",West Wine of HSM,CRX637121,Env_0398,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710911/CRR710911_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710911/CRR710911_r2.fq.gz']","['0189d0d925bf5bfe617a0fa98e87103d', 'eb72fcdf223629cfecc8d21649971cb7']"
Env_0660,1-27-33,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-27,CRR710912,SAMC1153009,"['CRR710912_f1.fq.gz', 'CRR710912_r2.fq.gz']",West Wine of HSM (Sewers or sewerage wells),CRX637122,Env_0660,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710912/CRR710912_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710912/CRR710912_r2.fq.gz']","['439dd8ce8bb90118f99ad7d3fd817692', 'c7c0c2236284cbf284a50f5193e5859b']"
Env_0660,1-27-33,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-27,CRR710913,SAMC1153009,"['CRR710913_f1.fq.gz', 'CRR710913_r2.fq.gz']",West Wine of HSM (Sewers or sewerage wells),CRX637122,Env_0660,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710913/CRR710913_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710913/CRR710913_r2.fq.gz']","['c98b7dbe33ec961fe641f6808b4d5d31', '7e17c930a4d1a5414e4b4fdec24739c8']"
Env_0664,1-27-37,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-27,CRR710914,SAMC1153010,"['CRR710914_f1.fq.gz', 'CRR710914_r2.fq.gz']",West Wine of HSM (Sewers or sewerage wells),CRX637123,Env_0664,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710914/CRR710914_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710914/CRR710914_r2.fq.gz']","['907927582d43720338ba672cb2e33066', '000c76886eaf1b41c381baa1faec7ce1']"
Env_0682,1-29-4,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-29,CRR710915,SAMC1153011,"['CRR710915_f1.fq.gz', 'CRR710915_r2.fq.gz']",East Wine of HSM (Sewers or sewerage wells),CRX637124,Env_0682,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710915/CRR710915_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710915/CRR710915_r2.fq.gz']","['d47173f8ca426dd8f6e68d858138ddb2', '1a05b7baff15a7d4d22bd9db95b7b48d']"
Env_0682,1-29-4,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-29,CRR710916,SAMC1153011,"['CRR710916_f1.fq.gz', 'CRR710916_r2.fq.gz']",East Wine of HSM (Sewers or sewerage wells),CRX637124,Env_0682,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710916/CRR710916_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710916/CRR710916_r2.fq.gz']","['14528e29029c094166c5d593cd55c97a', 'c0944eccc602331a348a9f912233d963']"
Env_0682,1-29-4,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-29,CRR710917,SAMC1153011,"['CRR710917_f1.fq.gz', 'CRR710917_r2.fq.gz']",East Wine of HSM (Sewers or sewerage wells),CRX637124,Env_0682,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710917/CRR710917_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710917/CRR710917_r2.fq.gz']","['e27e953c4949aae456844ebb463bca32', 'df5e67e0b50a6e22fd1bcccc4f464ec4']"
Env_0717,8-25-D,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR710918,SAMC1153012,"['CRR710918_f1.fq.gz', 'CRR710918_r2.fq.gz']",West Wine of HSM,CRX637125,Env_0717,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710918/CRR710918_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710918/CRR710918_r2.fq.gz']","['5a32ca92ffbbad101d8dd7179ad780d5', '263117960c5b06d7082269874038bc1f']"
Env_0717,8-25-D,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR710919,SAMC1153012,"['CRR710919_f1.fq.gz', 'CRR710919_r2.fq.gz']",West Wine of HSM,CRX637125,Env_0717,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710919/CRR710919_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710919/CRR710919_r2.fq.gz']","['6150b4d01b2285347b21d33c689ce7c9', '8136502516327bac7e5cf31593106554']"
Env_0717,8-25-D,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR710920,SAMC1153012,"['CRR710920_f1.fq.gz', 'CRR710920_r2.fq.gz']",West Wine of HSM,CRX637125,Env_0717,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710920/CRR710920_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710920/CRR710920_r2.fq.gz']","['8c4d1d3c91866c09f5d5d1dc3e7b3a22', '998796db1614cae936edd8ed0f14297a']"
Env_0717,8-25-D,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR710921,SAMC1153012,"['CRR710921_f1.fq.gz', 'CRR710921_r2.fq.gz']",West Wine of HSM,CRX637125,Env_0717,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710921/CRR710921_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710921/CRR710921_r2.fq.gz']","['ffdf3a7e11bece75f61059ec478f2177', '56c42638e54a3e5bfebcdce301c4dc86']"
Env_0752,WS-4-2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-05,CRR710922,SAMC1153013,"['CRR710922_f1.fq.gz', 'CRR710922_r2.fq.gz']",East Wine of HSM (Sewers or sewerage wells),CRX637126,Env_0752,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710922/CRR710922_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710922/CRR710922_r2.fq.gz']","['bce3499204fb67b7ba8c6743fe26da20', '1f3d4ad0f7b93a40cddb255c7dfb0af6']"
Env_0752,WS-4-2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-05,CRR710923,SAMC1153013,"['CRR710923_f1.fq.gz', 'CRR710923_r2.fq.gz']",East Wine of HSM (Sewers or sewerage wells),CRX637126,Env_0752,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710923/CRR710923_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710923/CRR710923_r2.fq.gz']","['436559ce691494909143458e71a3fa21', 'ad54a91eb4f2ec9bcb9f9f47c634a732']"
Env_0802,HXJC4-1-3,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR710924,SAMC1153014,"['CRR710924_f1.fq.gz', 'CRR710924_r2.fq.gz']",Sewerage well in the surrounding areas,CRX637127,Env_0802,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710924/CRR710924_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710924/CRR710924_r2.fq.gz']","['477bcc44e49ee8e00e4d4877b552212d', 'a675f586eb2895d40d2523a1a4d26dad']"
Env_0802,HXJC4-1-3,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR710925,SAMC1153014,"['CRR710925_f1.fq.gz', 'CRR710925_r2.fq.gz']",Sewerage well in the surrounding areas,CRX637127,Env_0802,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710925/CRR710925_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710925/CRR710925_r2.fq.gz']","['c152c2828beb4400719f93bb70e9a0e9', '5f6236023cfeba906a6035f35362db94']"
Env_0802,HXJC4-1-3,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR710926,SAMC1153014,"['CRR710926_f1.fq.gz', 'CRR710926_r2.fq.gz']",Sewerage well in the surrounding areas,CRX637127,Env_0802,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710926/CRR710926_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710926/CRR710926_r2.fq.gz']","['5c53fa52c9bf79f2f0eb1ea8ea2965ca', 'f4a0c8ef4450b8b73f5c040a310f77a3']"
Env_0802,HXJC4-1-3,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR710927,SAMC1153014,"['CRR710927_f1.fq.gz', 'CRR710927_r2.fq.gz']",Sewerage well in the surrounding areas,CRX637127,Env_0802,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710927/CRR710927_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710927/CRR710927_r2.fq.gz']","['7f2f01617d21a1f41b245aa5d1af44f7', 'fea00b3c54726fd45213247510eb730b']"
Env_0820,WWS-2#-2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-15,CRR710928,SAMC1153015,"['CRR710928_f1.fq.gz', 'CRR710928_r2.fq.gz']",West Wine of HSM (Sewers or sewerage wells),CRX637128,Env_0820,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710928/CRR710928_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710928/CRR710928_r2.fq.gz']","['77362a31ba5401ccce49299e436f3fb6', 'd7044bfae499f647a496f1905636732a']"
Env_0820,WWS-2#-2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-15,CRR710929,SAMC1153015,"['CRR710929_f1.fq.gz', 'CRR710929_r2.fq.gz']",West Wine of HSM (Sewers or sewerage wells),CRX637128,Env_0820,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710929/CRR710929_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710929/CRR710929_r2.fq.gz']","['a925d84edaf0ead42ec6553a364053df', 'a69d26e64372f3b628b48dabca3cf964']"
Env_0862,SJ-D,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-22,CRR710930,SAMC1153016,"['CRR710930_f1.fq.gz', 'CRR710930_r2.fq.gz']",Warehouses related to west wine of HSM,CRX637129,Env_0862,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710930/CRR710930_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710930/CRR710930_r2.fq.gz']","['cd3ce815b1a0d27157fc39d9d2e3bf9a', 'fa73168e1fd1b30cc9d84c61c8c7d9dc']"
Env_0862,SJ-D,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-22,CRR710931,SAMC1153016,"['CRR710931_f1.fq.gz', 'CRR710931_r2.fq.gz']",Warehouses related to west wine of HSM,CRX637129,Env_0862,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710931/CRR710931_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710931/CRR710931_r2.fq.gz']","['e94fefc5e01e2a8443d3c48cb6399095', 'fcd1643e1316b4b1fc5ade60eb75ccbf']"
Env_0865,SJ-L3,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-22,CRR710932,SAMC1153017,"['CRR710932_f1.fq.gz', 'CRR710932_r2.fq.gz']",Warehouses related to west wine of HSM,CRX637130,Env_0865,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710932/CRR710932_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710932/CRR710932_r2.fq.gz']","['0a73757c83b739922b306eae56dfc7c7', 'bd3dbc0c32d1502ee6c7472986d81d52']"
